Flow,Head,Power,Vibration,Efficiency_Index,Specific_Power,label
111.65571384337078,55.956785368156666,47.91082331271373,0.5,134.6083786086081,0.42909423292773174,normal
109.53911899609605,57.33265774190966,49.641741936535084,0.5,125.56484534848111,0.453187335614019,normal
112.15896179366898,52.76312041919147,50.64291661363616,0.5,107.9795636191059,0.45152803977690487,normal
115.07676618802675,52.723626407640936,51.17109999749884,0.5,118.7819966049999,0.44466925208186575,normal
109.21948875092221,54.751717817054505,50.40146126200068,0.8743558237329686,114.3877769913949,0.4614694811058217,normal
109.21954347683607,55.83797404482532,48.89051089184409,0.5,121.78619752608645,0.44763518403258934,normal
115.26404271835797,57.99393470487827,50.615027396375275,0.5,131.24334921763958,0.43912243370578435,normal
112.55811576384303,56.17679818969189,50.207142824751415,1.3991757791486732,119.26445130463156,0.4460552847565003,normal
108.43508538021683,54.59553120531328,51.56009361322669,0.5,105.57422655669546,0.47549271489890604,normal
111.80853347861988,53.28938465389018,51.29489450488586,1.4409958871683515,117.85168369467995,0.45877441059469853,normal
108.4552743572918,57.05000095453192,50.05079402320105,1.368324935492184,123.7877184403588,0.4614878700765382,normal
108.44756748809914,53.39215762374881,48.50457832306457,0.5,119.30722062280104,0.4472629400481892,normal
110.80654090522012,57.71411425795387,48.911749740279866,1.304980511263221,134.08682920562597,0.44141572238683524,normal
103.622399184474,54.52602558398915,49.083684400603275,1.3774402279891957,111.31589280183333,0.47367831968012647,normal
104.25027389162322,57.65097012102975,49.474556110139574,0.5065911446192083,123.4986263585104,0.474574826412424,normal
108.12570823586343,56.1315521500988,50.44675071264959,0.5,128.3555823108197,0.46655648382944687,normal
106.62389626555192,54.77167418426257,51.1919573168801,0.7366202003024772,112.6269779909627,0.4801171091072021,normal
111.04749110865092,54.13433938028979,49.9148021783077,1.5,131.87246609441735,0.449490584888402,normal
106.97325308159597,54.431820204423204,50.02687464650079,1.0205871817176977,116.68336374610459,0.4676577811528646,normal
105.29232099554903,55.71386115395873,50.23884384166667,0.5,111.79056037903342,0.4771368214653903,normal
114.88549589640517,55.12859416036286,49.1401578114461,1.1480869999970817,134.3615629594829,0.4277316035439781,normal
109.24741233171154,54.01031431988549,48.457679570595076,0.5572239484087359,121.0804750081347,0.44355905639121557,normal
110.22509401562641,54.72394764947061,47.07427017114882,0.8953338625289845,134.88045240220612,0.42707398133315455,normal
105.25083937928848,55.130961716198584,48.841417736538546,1.3244997323508974,121.25986293890017,0.4640477696950502,normal
108.1853909182494,51.45210984264198,50.78857575544631,0.7234978403577029,107.80230821926787,0.4694587213200174,normal
110.36974196569956,55.76361352464783,48.82848093660072,1.5,135.63146938301603,0.4424082146478815,normal
106.16335474192566,53.36713129213866,49.60365493762343,1.2806939597767961,111.36620619051607,0.46723895068092813,normal
111.25232672781891,53.07777932799043,50.77738547902053,0.9547024563951276,103.7001890248021,0.45641638710920673,normal
107.99787103360399,52.18775942148215,50.86781582737112,0.5,115.67867423316788,0.4710075751450305,normal
109.02768750068908,52.010179170220184,48.20077857972327,1.5,119.70272986661692,0.4420966750975247,normal
107.99431129256868,52.74092082814619,51.6617655940894,1.5,117.32670090202943,0.47837487454091004,normal
116.1742606150298,53.818298403949186,51.878916815592476,0.5,115.20434037351973,0.4465611925944942,normal
109.95500925087356,58.255431895877614,48.11691690463574,0.6699017208018714,131.47808756648848,0.4376054969650959,normal
106.47429690348034,54.123533873507995,48.62693855059808,0.5,116.37630204371753,0.45670118994049363,normal
112.7418163736773,55.296250177113386,51.98515113857699,1.4045532748515202,125.52166102989645,0.4610991054568042,normal
105.93052116676326,55.667468977510545,49.75524413124116,1.2788028073545075,122.37470412283275,0.46969695903993536,normal
110.69621198334919,55.218441977026416,46.30037008758025,0.5,133.43565680609674,0.41826516770311467,normal
103.46776625373408,54.870927565456675,47.66719749211219,1.5,120.42194458308902,0.4606961062107186,normal
105.57271317033856,53.007843727334595,49.58438395804586,0.5,106.36674606060518,0.4696704479724077,normal
110.65620411956374,57.41821258046535,48.061595582859,1.5,137.27965761334733,0.43433258470167646,normal
112.46155526665137,58.011994406063145,49.3109603822726,0.6106097895881529,137.52591518394507,0.4384694825434756,normal
110.57122760396656,52.195568843128854,50.053993689472634,0.5,128.51051600979852,0.45268551612780966,normal
109.61450572537254,53.293285681856034,52.43709100672455,0.5,114.02666648849859,0.4783772930539212,normal
108.99632101470237,54.53364942937166,49.51591013962035,0.5,123.83762514277367,0.4542897340420461,normal
105.07159336544191,53.392437008483014,51.7875696659546,1.0843856332518274,110.91457180755877,0.49287887919389517,normal
107.60051930535097,55.84327592242644,52.381266936727954,0.799464571537242,110.71608113578317,0.4868123944761542,normal
108.46453743013404,53.786212995988976,52.39051611558679,0.5,118.31035459654066,0.4830197673254603,normal
113.52374075406306,58.60842677967767,50.47459098897595,0.5,131.45034703293558,0.444617048461314,normal
111.14539429856154,56.98424765723933,46.72785142026838,0.5,134.23324101833487,0.4204209386699904,normal
