current,frequency,ambient_temp,temp_rate,load_factor,target_temp
39.963209507789,25.745420811097684,29.341020461667462,0.7491756093226336,0.7839986487919763,83.07702137851676
86.05714451279329,28.937426375000857,28.322802405785083,1.3668669312814856,0.3476095964789693,99.08142001507018
68.5595153449124,44.18189572808721,24.403847812571502,0.9066669516408328,0.477311755495909,87.61332858298134
57.89267873576293,23.600175442395685,35.1816667525372,-0.291743542220509,0.7306245094862547,86.60343477480696
22.48149123539492,44.78598739248685,31.915604012715722,-0.03604940804111151,0.585671475619584,69.19809309709808
22.479561626896214,13.525377239067659,41.64252480810009,0.048320460077297844,0.7908568309079151,76.40250445481249
14.646688973455957,41.07193748834523,20.802739512051456,0.14466063411211216,0.9689663209782877,66.00071172031605
79.29409166199481,43.90190532218946,36.09669818887816,0.9135084798762607,0.293237350172158,97.02705533886821
58.0892009394567,17.27270611349355,39.07372196278903,0.7599144495634838,0.7676541731184487,94.31910594887472
66.64580622368364,27.21386129488802,38.98716422970767,0.00790009591052232,0.38427532450569163,91.86691598366347
11.646759543664196,16.619990986546224,42.15184917738813,-0.3311128913607823,0.5315813819260554,68.3979496035347
87.59278817295954,38.26416515976871,38.225843570737354,-0.07141948881320481,0.22629018063611187,96.44954526979723
76.59541126403374,31.41391072246627,43.195251541192405,1.9609532815465083,0.30872590583415915,105.36387117017146
26.987128854262092,35.41293386833284,28.316414995522287,0.6713673744786806,0.4558218312391198,71.65085764931844
24.54599737656805,17.859478678248447,32.580235418788575,1.6683637617552813,0.473588644230388,79.33370348351488
24.672360788274705,18.46983448209678,20.351991582072266,1.6218811666721082,0.9196681731696768,79.35647050175794
34.33937943676302,11.659893020396254,20.17393968258228,0.7787988936571844,0.7934503274132121,76.0242317921812
51.98051453057903,22.882701407829188,26.003165511287996,1.2667192711513588,0.9777463745496329,90.35801652718335
44.55560149136926,32.389786453347,22.52017992847713,-0.018119973968219294,0.6792572082681925,74.37364611174175
33.298331215843355,44.317396559893155,26.50528419839384,1.2209917623172708,0.3933709856730544,80.54836095626092
58.94823157779036,36.67709789834723,24.426082363209936,0.1809614481582238,0.46212402393731433,80.02166855224037
21.15950885216335,27.415852935990056,20.713000620966206,1.580155241885377,0.4558687386335737,67.9442005260161
33.37157188281745,48.12480457576551,42.732603660151234,-0.2906896672277252,0.4611954621306013,79.59380510880615
39.308947463495336,38.76980802303328,20.20557828472229,1.4328466822131938,0.7383713384894526,80.14468084442291
46.48559873736288,47.206608114502004,38.40205360842714,-0.25015773357845117,0.624646342472333,82.18485741409566
72.81407691144109,31.103518930886626,23.803697172987913,1.7029730922357724,0.5083393424693154,93.53463067611936
25.973902572668777,20.356170991725584,42.80574054999,0.2605112953375093,0.3192718149829733,80.03113517921145
51.13875507308893,12.11306745458888,42.319898489747146,1.135983412076437,0.21771133035371673,90.18166219523786
57.3931655089634,39.04339405935402,36.34752865923143,0.7187556965506996,0.3750677420701541,89.57498887994626
13.716033017599818,14.852119920221366,36.80585374501513,0.4157578631558474,0.28597712317494506,69.15313187424071
58.603588152115066,22.111005130878688,20.133478549242213,1.113604582958741,0.8283560246817916,87.89985692396915
23.64192989498332,31.298836315355896,44.62178915284005,1.8688074513780948,0.2899983662511083,86.80893667493373
15.204127438822361,32.576663511189906,41.94581508939536,-0.39682563156344536,0.7793825898454689,72.36254693840871
85.91084298026666,34.02332787948544,42.3776556432523,1.7971321397077609,0.5085269518208662,106.71022013943882
87.25056264596475,16.650213213988025,36.4811134262718,1.0227041375525339,0.2587027117950208,102.57743888569024
74.67178784931689,25.18949619286595,28.619673216363413,1.518285751922631,0.8501840395452687,101.26522412745909
