Pressure,SupplyFlow,DemandFlow,FlowDiff,FlowRatio,label
0.7748357076505616,539.2592541155188,526.2214488780301,13.037805237488783,1.024776251552506,normal
0.7430867849414408,411.11595188148993,399.119152888766,11.996798992723939,1.0300581633462371,normal
0.7823844269050346,535.7372824944473,517.5053034128805,18.231979081566806,1.0352304964007604,normal
0.8261514928204012,488.31379710741373,473.86046937064896,14.453327736764777,1.0305012094614026,normal
0.7382923312638332,535.372885543219,520.0498248475909,15.3230606956281,1.0294645814090466,normal
0.738293152152541,538.8465846177414,524.9278043827909,13.918780234950532,1.0265155891030773,normal
0.8289606407753696,580.3957530559578,567.792736626035,12.603016429922832,1.0221964907174546,normal
0.7883717364576455,567.6726823810602,554.3259901253527,13.346692255707467,1.0240773159705467,normal
0.7265262807032524,567.3285831305147,548.1573872727996,19.171195857715134,1.034973870558157,normal
0.7771280021792982,572.1835159583119,559.3439885015041,12.839527456807787,1.0229545994793994,normal
0.7268291153593769,514.5689492407973,497.56040861381126,17.008540626986075,1.0341838498214375,normal
0.7267135123214872,501.60925435184197,486.97542916841303,14.63382518342894,1.0300504173442884,normal
0.7620981135783017,543.6408541589167,527.3043650133046,16.336489145612063,1.0309811181543864,normal
0.6543359877671101,536.6040475716511,522.3703239478964,14.233723623754713,1.0272483192454311,normal
0.6637541083743483,484.54668816308697,471.6202135250831,12.926474638003867,1.0274086309136325,normal
0.7218856235379514,520.2411704404134,511.1563312129547,9.084839227458701,1.0177730930734437,normal
0.6993584439832788,498.24517666077026,483.42970889422475,14.81546776654551,1.0306465597531607,normal
0.7657123666297637,457.3033545769972,438.10621418336433,19.19714039363288,1.0438184379357234,normal
0.7045987962239395,564.5230370688175,549.2546704848068,15.268366584010778,1.0277983185696915,normal
0.6793848149332354,502.75996212650443,491.7196129401823,11.040349186322146,1.0224525088510963,normal
0.8232824384460777,602.4354128849425,584.3094425555524,18.125970329390043,1.0310211656684893,normal
0.7387111849756732,418.72538649000836,405.8006188839808,12.924767606027558,1.0318500186694457,normal
0.7533764102343962,472.16106135783167,460.5033016371465,11.657759720685192,1.025315235365497,normal
0.6787625906893272,501.63194183454357,485.5910825994109,16.040859235132643,1.0330336562585294,normal
0.7227808637737408,556.8690548814457,538.4291922498142,18.439862631631513,1.0342474972653435,normal
0.7555461294854933,519.9734686301092,507.85396604601675,12.119502584092459,1.0238641285797363,normal
0.6924503211288848,515.5236377090375,500.2321588520435,15.291478856994047,1.0305687434938173,normal
0.7687849009172836,443.63681037229264,431.48293227938365,12.153878092908997,1.0281676675993356,normal
0.7199680655040598,442.1529301385264,430.5681393260772,11.584790812449228,1.0269058006974776,normal
0.7354153125103362,516.1252330144953,501.58900665762053,14.53622635687475,1.0289803322523647,normal
0.7199146693885301,431.7947003090821,416.52062561739405,15.274074691688043,1.0366706073735046,normal
0.8426139092254469,473.4061124855336,459.1687448062096,14.237367679323995,1.0310068085650401,normal
0.7493251387631032,525.0458664542929,515.8185421044418,9.227324349851074,1.0178886825846132,normal
0.697114453552205,450.8837863861612,437.88419259305164,12.999593793109568,1.0296872637015198,normal
0.7911272456051595,580.2677981180904,564.6066963423668,15.661101775723523,1.027738054826127,normal
0.6889578175014489,561.1968172118945,543.325244224491,17.87157298740351,1.0328929363184347,normal
0.7604431797502378,421.429000083085,409.64498277824464,11.784017304840347,1.0287663892213605,normal
0.6520164938060112,453.3814378409006,438.2861259626811,15.09531187821949,1.0344416595452266,normal
0.6835906975550785,385.7111377752525,374.3219804504865,11.389157324766018,1.0304260706432435,normal
0.7598430617934562,460.8704318725933,446.43999848715885,14.430433385434469,1.0323233202918676,normal
0.7869233289997706,538.31942382862,529.442160116366,8.87726371225392,1.016767182920663,normal
0.7585684140594985,479.30525288625716,460.9359567238196,18.369296162437593,1.0398521432228438,normal
0.744217585880588,523.0398621807984,509.570524129278,13.469338051520424,1.0264327058756173,normal
0.7349448152205356,423.8832840859128,404.4463211666105,19.43696291930229,1.0480581758851344,normal
0.6760739004816286,539.8987627290953,523.5016781126876,16.39708461640771,1.0313219135463,normal
0.7140077895802646,472.2445386035825,456.5619049113685,15.682633692213983,1.0343493909150492,normal
0.7269680614520106,500.60848411414526,487.6675175403184,12.94096657382687,1.026536432801048,normal
0.8028561113109458,495.35627493034735,485.28175036718574,10.074524563161617,1.0207601343919022,normal
0.7671809144784231,436.4225739553858,419.32722053630465,17.095353419081164,1.0407685029117162,normal
0.6618479922318633,442.3457834130109,424.87201212114604,17.473771291864864,1.041127116830683,normal
0.7662041984697398,548.3897234501713,528.2917174993675,20.098005950803895,1.0380433667699784,normal
0.7307458859791842,519.9496078750848,509.8231233864264,10.126484488658377,1.019862720668234,normal
0.716153899984702,552.5024520776714,537.4555145364855,15.046937541185912,1.0279966003776084,normal
0.7805838144420434,516.2329117751259,498.4450111344684,17.787900640657483,1.0356867656139328,normal
0.8015499761247975,507.1495317404608,495.6399223831507,11.509609357310126,1.0232216950356872,normal
0.7965640059558099,413.69946906666166,398.4890112566607,15.210457810000946,1.0381703058268301,normal
0.708039123838868,486.4816651619415,471.51942349197685,14.96224166996467,1.03173195123509,normal
0.7345393812074392,498.6307839798128,489.96604511995963,8.664738859853173,1.017684345209857,normal
0.7665631715701782,597.6553599136287,585.701387825774,11.953972087854709,1.0204096526527509,normal
0.798777256356118,534.3478316049338,521.4772390069869,12.870592597946938,1.0246810050149944,normal
0.7260412881077355,576.8030590854764,565.2271643208188,11.575894764657619,1.0204800570294013,normal
0.7407170511668092,529.8768852947364,511.8087031141218,18.068182180614656,1.0353025880913167,normal
0.6946832512996985,464.434838652526,452.9823815482822,11.45245710424382,1.0252823229289325,normal
0.6901896687959664,505.8562108074926,494.7286923324534,11.127518475039153,1.0224921425067461,normal
0.79062629111971,511.81118231321165,493.9827094629583,17.82847285025332,1.0360912682727765,normal
0.8178120014285412,453.0422215114659,440.1329460474463,12.909275464019629,1.029330376847827,normal
0.7463994939209833,480.78063117035396,465.9377668862092,14.842864284144753,1.0318558722225473,normal
0.8001766448946012,489.7116503161414,472.72107379253805,16.99057652360335,1.03594205358325,normal
0.7680818012523817,580.280991628256,559.1713994601173,21.109592168138647,1.0377515406027644,normal
0.7177440122697438,395.9629737304511,387.0847196742451,8.878254056206003,1.0229361774712156,normal
0.7680697802754207,560.2909210358022,543.0219701630166,17.26895087278558,1.031801550404279,normal
0.8269018283232985,453.16023825203087,435.3297005302578,17.830537721773055,1.0409586740589205,normal
0.7482086980445024,431.3960406365193,418.16375539103336,13.232285245485912,1.031643763378475,normal
0.8282321827907003,558.9971065019232,538.6493565476304,20.347749954292794,1.037775482935602,normal
0.6190127447955127,536.594903461719,516.4716142170757,20.123289244643274,1.0389629909971305,normal
0.7910951252187612,562.7259351190595,540.2186779172622,22.5072572017973,1.0416632147409985,normal
0.7543523534119085,540.0350973772788,525.1842376089135,14.850859768365353,1.028277408996898,normal
0.7350496324767066,602.9922500868701,586.7335581262894,16.258691960580677,1.0277105024219122,normal
0.7545880388267752,527.9361918472242,507.4320682398478,20.504123607376414,1.0404076022913253,normal
0.6506215542699554,492.1761311938421,476.2938960753044,15.882235118537665,1.0333454300295555,normal
0.7390164056081244,517.1463188660671,504.6701874386958,12.476131427371286,1.0247213358163216,normal
0.7678556285755873,562.1734564172982,545.8359150524527,16.337541364845492,1.0299312130532183,normal
0.8238947022370758,461.0312337369942,449.246342187066,11.784891549928204,1.026232559246293,normal
0.7240864890863177,467.405570873431,453.21744215598903,14.188128717441941,1.0313053229745412,normal
0.7095753198553406,484.5519992701046,468.06565194918204,16.48634732092256,1.0352222746959645,normal
0.7249121478207732,394.7708600617334,383.8372239943076,10.933636067425823,1.0284850585068253,normal
0.7957701058851037,506.90392042087734,496.8373351904055,10.066585230471844,1.0202613095169286,normal
